CBSA,CBSANAME,Number_of_Tracts,exposure,MV_est54,MV_est51912,MV_est712,MV_est722,MV_est447,W1110_meancommute_E,W1110_carpooled_P,W1110_pubtrans_P,total_tract_pop,black_pop,med_list_sqft2012_2016,med_list_price2012_2016,school_quality,WI_weighted
16580,"Champaign-Urbana, IL",9,"B20_50",61.1466,0,.663646,78.1753,8.18123,16.585361,9.7476612,10.849406,5257.161,1554.344,101.1814,121121.1,.2539834,13.415219
16580,"Champaign-Urbana, IL",1,"Major",147,0,2,203,11,16.3,8,10.3,1655,1234.63,106.7497,114809.5,.3837546,16.080694
16700,"Charleston-North Charleston, SC",9,"Less1",123.275,.350023,2.08191,80.1827,10.2254,22.412228,3.1732135,.31361924,2373.7185,10.03502,345.1826,588376.8,.5128071,8.6089226
16700,"Charleston-North Charleston, SC",11,"B1_5",176.883,.057161,1.71589,88.1211,8.07936,24.096818,5.8128679,.46955322,12281.092,484.2531,181.6834,411999.7,.6553775,7.0746443
16700,"Charleston-North Charleston, SC",8,"B5_10",166.827,.218269,1.62532,102.701,12.2073,20.951848,6.8642654,.78888397,5022.3833,334.101,148.9236,303536.1,.5463867,6.9975084
16700,"Charleston-North Charleston, SC",43,"B10_20",107.16,.315145,1.62447,74.013,11.5844,25.875861,7.4866365,.48821555,6433.7445,1017.443,150.1693,295998.3,.4835418,7.1471978
16700,"Charleston-North Charleston, SC",56,"B20_50",70.3708,.208348,.840638,63.3643,13.6899,26.017368,9.6941095,1.1670124,6116.3883,1934.083,121.9451,228359.9,.4159869,6.9201728
16700,"Charleston-North Charleston, SC",27,"Major",86.2298,0,.938356,67.0078,11.0582,25.511879,12.189023,4.6576954,4141.7098,2524.314,149.2867,257866.8,.3177155,7.1323329
16740,"Charlotte-Concord-Gastonia, NC-SC",17,"Less1",76.8488,0,.649153,45.8218,8.68581,28.682876,7.867064,.39283107,4490.8923,17.93008,114.2844,263153.1,.5539821,5.2421904
16740,"Charlotte-Concord-Gastonia, NC-SC",84,"B1_5",86.5151,0,.457581,51.4327,8.6048,26.97436,7.2728906,.55567996,5266.7839,160.3161,115.0757,247046.7,.5535823,6.1067466
16740,"Charlotte-Concord-Gastonia, NC-SC",102,"B5_10",140.018,.007341,.677261,74.2653,10.3106,27.441014,7.05943,1.0275303,5498.654,413.095,111.2496,275623.7,.6065289,6.6198131
16740,"Charlotte-Concord-Gastonia, NC-SC",104,"B10_20",97.3951,0,.704125,67.4533,13.029,26.342678,9.3372287,.81932541,5655.657,835.2706,105.1053,233444,.5105418,6.824996
16740,"Charlotte-Concord-Gastonia, NC-SC",162,"B20_50",89.1296,0,.40865,71.3412,14.3177,25.472242,12.260085,2.1318091,4968.8624,1620.491,89.87544,178447.8,.3989305,7.1497637
16740,"Charlotte-Concord-Gastonia, NC-SC",67,"Major",92.3567,0,.595721,77.9763,15.9681,25.71133,12.386874,5.1072437,4677.4856,2991.155,91.60709,162546.2,.3525288,7.5107074
16860,"Chattanooga, TN-GA",27,"Less1",23.512,0,.184087,25.7264,9.21073,26.523657,9.1757254,.15385192,5255.1399,21.34678,104.8437,229005.2,.2948721,5.0447264
16860,"Chattanooga, TN-GA",28,"B1_5",19.7309,0,.296645,24.9274,9.20101,26.338531,7.9162187,.17371002,5810.2071,156.8715,97.45494,160372.8,.2740247,4.9067199
16860,"Chattanooga, TN-GA",16,"B5_10",37.4874,0,.19932,42.4025,12.3166,21.316258,9.646275,.17105401,6212.3569,399.5664,104.546,180359.4,.1985117,6.4967679
16860,"Chattanooga, TN-GA",17,"B10_20",66.9874,.065554,.193797,80.2132,20.2305,20.935061,8.2689867,.24142175,5994.074,867.919,104.9937,189046.1,.0979371,6.4082112
16860,"Chattanooga, TN-GA",15,"B20_50",58.0564,.040869,.685808,63.3255,15.9628,18.528757,10.826414,1.3885701,3621.5872,1080.031,93.49678,149973.7,.0758011,9.1969564
16860,"Chattanooga, TN-GA",14,"Major",31.2362,.047813,.799299,25.3911,8.68597,19.312971,10.189278,7.0433463,4178.5237,2991.155,64.78455,112290.8,.3217165,7.7553609
16980,"Chicago-Naperville-Elgin, IL-IN-WI",445,"Less1",125.476,.126714,.503735,72.5322,7.81148,31.959518,7.3434899,8.5154277,5131.9134,18.91043,165.6483,299081.6,.4643432,10.529592
16980,"Chicago-Naperville-Elgin, IL-IN-WI",697,"B1_5",130.204,.163571,.652106,89.3189,8.20131,30.841901,8.3574474,10.118558,5586.3674,147.8531,160.6633,263937.2,.4144346,11.539259
16980,"Chicago-Naperville-Elgin, IL-IN-WI",283,"B5_10",124.425,.090836,.589554,84.1434,8.1108,30.242396,8.2734273,9.3248643,6478.3554,466.4575,150.5229,237272.2,.3880109,11.435637
16980,"Chicago-Naperville-Elgin, IL-IN-WI",201,"B10_20",112.253,.142268,.638453,80.8331,8.37623,29.669265,10.080984,10.957338,5433.3224,749.2604,140.8934,201241.3,.3332154,12.382077
16980,"Chicago-Naperville-Elgin, IL-IN-WI",170,"B20_50",81.5377,.112314,.829332,71.2477,7.79517,30.16644,8.5436267,15.084016,5051.9243,1587.001,121.0551,175683.2,.2814816,12.568815
16980,"Chicago-Naperville-Elgin, IL-IN-WI",407,"Major",28.0953,.053301,.42204,49.7504,9.25851,36.324248,7.7909787,23.01571,3932.9141,3218.212,83.85487,113883.5,.1687589,12.076283
17140,"Cincinnati, OH-KY-IN",119,"Less1",31.7514,0,.479299,26.554,6.3872,27.975912,8.3442352,.56987168,5270.805,16.84947,100.0058,185597.9,.6472299,6.4419949
17140,"Cincinnati, OH-KY-IN",135,"B1_5",68.1444,.033704,.70409,53.1765,8.81233,24.208418,6.8399663,.95563324,6943.1478,167.3716,103.2696,204769.3,.66267,8.1240799
17140,"Cincinnati, OH-KY-IN",69,"B5_10",87.1386,.031813,.659673,74.9393,10.3204,23.250199,7.8806175,1.0473564,5345.2077,376.8887,101.3491,193222.1,.5971303,8.8906935
17140,"Cincinnati, OH-KY-IN",47,"B10_20",76.5119,.100151,.626669,69.6045,10.2824,21.883726,8.9172462,2.1923245,4430.8268,601.869,96.84197,169835.2,.5051694,11.476288
17140,"Cincinnati, OH-KY-IN",71,"B20_50",53.7424,.114483,.40044,51.2823,8.71389,23.039794,10.389951,5.4167705,4113.7831,1353.493,88.48181,136503.5,.4180152,12.100725
17140,"Cincinnati, OH-KY-IN",56,"Major",36.9424,.141462,.525279,35.6571,5.72605,24.695824,10.131472,10.947718,3652.6546,2509.435,83.89383,112236.1,.364071,12.246652
17300,"Clarksville, TN-KY",1,"Less1",11,0,0,16,10,30.2,7.2,0,4648,13.944,,175675,,5.3288338
17300,"Clarksville, TN-KY",9,"B1_5",42.3634,0,.309534,45.2004,10.5049,29.719376,8.9641757,.5344473,6510.3712,247.9444,97.00436,186597.2,.0869768,3.9002727
17300,"Clarksville, TN-KY",5,"B5_10",46.521,0,.097428,64.1165,16.656,24.263759,5.4016016,.67597064,4381.9111,371.097,105.3721,220884.8,.0651031,6.9315171
17300,"Clarksville, TN-KY",20,"B10_20",52.6307,0,.374158,61.0653,14.1404,20.248317,7.0559358,.89516886,5879.6593,808.8878,93.06012,165965.3,.1594488,5.7401308
17300,"Clarksville, TN-KY",23,"B20_50",41.5839,0,.226741,89.7854,20.0989,22.537921,8.7160732,.58428141,5828.3047,1638.092,91.83269,142259.6,.0643208,6.1604479
17300,"Clarksville, TN-KY",3,"Major",68.4272,0,.288544,94.2377,23.2885,15.76166,13.900312,2.9391473,3247.9968,1821.219,84.39228,141283.9,.3135673,11.173569
17460,"Cleveland-Elyria, OH",115,"Less1",72.5822,0,.541027,58.982,8.91577,26.006192,6.1806176,.68269975,4834.6404,15.10982,100.4378,188577.8,.6969529,7.5659748
17460,"Cleveland-Elyria, OH",139,"B1_5",91.5039,0,.593091,73.7687,10.7473,25.128701,6.0544871,1.4525675,4709.1775,115.1863,93.9111,165833.4,.6660473,8.8382808
17460,"Cleveland-Elyria, OH",71,"B5_10",87.4268,0,1.06234,76.426,10.2121,22.949304,7.817423,1.6383535,4100.1089,310.0961,86.11168,138542,.5841972,9.9175966
17460,"Cleveland-Elyria, OH",74,"B10_20",80.3951,0,1.14874,78.3012,11.4579,22.562968,9.4115518,2.9112844,4243.6514,627.4142,78.47002,127335.3,.4792865,10.658192
17460,"Cleveland-Elyria, OH",74,"B20_50",87.666,0,1.02339,67.7062,9.29078,22.889363,9.4199032,6.6774182,3283.3026,1081.311,71.23975,116418.7,.365476,12.937183
17460,"Cleveland-Elyria, OH",159,"Major",41.6145,0,.739452,40.04,7.71949,26.254553,8.794192,12.982632,2542.0589,1990.25,53.74446,85308.43,.2685871,12.996441
17900,"Columbia, SC",8,"Less1",94.5851,.086308,0,62.8837,12.7623,29.102662,5.7547651,.08698528,3306.6786,14.37084,108.5903,218530.8,.6276384,5.8434479
17900,"Columbia, SC",13,"B1_5",92.8575,.19372,.207066,64.6376,13.0859,25.797785,5.4356754,.18539482,4095.5435,120.3833,97.165,200703.3,.5179726,6.765469
17900,"Columbia, SC",23,"B5_10",82.1823,.260901,.076244,60.442,13.1193,25.879395,6.7088942,.23287485,5636.4859,471.1328,94.10806,173555.1,.4692555,6.4767415
17900,"Columbia, SC",38,"B10_20",69.2188,.354979,.274057,48.7736,11.4904,23.050056,7.963224,.3721025,4390.9754,607.194,96.79359,158505.4,.4431654,6.7322948
17900,"Columbia, SC",60,"B20_50",62.9242,.499166,.373231,49.2842,10.9848,23.995906,7.951918,.56569979,5855.0845,2025.191,95.8426,169183.4,.3844336,6.2680466
17900,"Columbia, SC",48,"Major",54.2347,.922855,.230463,46.8962,15.729,23.311361,9.5409748,1.7856198,6504.3271,4113.612,83.90127,154343.1,.2753171,6.3997215
18140,"Columbus, OH",91,"Less1",45.3185,.12254,.93136,34.1363,5.46813,27.388915,7.197814,.51113291,5450.6125,19.9975,108.2638,211270,.648316,6.4008023
18140,"Columbus, OH",100,"B1_5",102.253,.198511,1.01808,73.4959,9.04271,23.099145,6.8860426,1.1164674,5994.7707,172.2023,121.6254,231319.9,.665268,9.1068354
18140,"Columbus, OH",63,"B5_10",108.926,.146398,.834169,83.3183,9.73429,22.327427,7.095466,1.011556,6227.1951,429.9824,114.6567,225020.2,.6160102,9.7812797
18140,"Columbus, OH",50,"B10_20",91.44,.151474,.564233,73.9902,9.91365,21.831404,9.5562314,1.3293495,5824.3822,829.6512,108.6305,171194.9,.5610321,10.768273
18140,"Columbus, OH",71,"B20_50",63.4622,.128628,.236406,64.3705,10.1398,22.877769,9.7412597,2.7322749,6329.7965,2013.528,85.6118,128372,.4305491,11.431405
18140,"Columbus, OH",57,"Major",42.9949,.164842,.143483,55.4857,8.77333,22.574283,10.287357,8.0880206,3923.2351,2631.431,74.59323,98900.37,.2636691,12.975356
19100,"Dallas-Fort Worth-Arlington, TX",112,"Less1",80.9259,.103951,.429497,51.8744,9.69121,28.834981,9.2575871,.62970103,5848.3973,22.13659,128.0786,385876.9,.8055039,8.3412982
19100,"Dallas-Fort Worth-Arlington, TX",338,"B1_5",118.728,.073092,.35399,74.6792,11.3215,27.783927,10.049841,.98146767,5832.1692,166.8195,114.3034,299284.5,.7955826,9.3955426
19100,"Dallas-Fort Worth-Arlington, TX",260,"B5_10",130.329,.043748,.506177,78.0074,11.458,27.994741,9.2086796,1.0534896,7738.7441,584.8084,107.1062,273919.6,.8048092,8.8822205
19100,"Dallas-Fort Worth-Arlington, TX",293,"B10_20",120.858,.034985,.414924,79.1417,12.8154,27.561358,10.535314,1.5871773,6641.1092,926.1148,100.8915,244356.5,.7666196,9.6617497
19100,"Dallas-Fort Worth-Arlington, TX",228,"B20_50",76.1372,.019339,.277838,57.2128,11.79,27.853086,11.489426,2.1958962,6570.2057,2050.314,86.03665,189129.7,.6997669,9.9287273
19100,"Dallas-Fort Worth-Arlington, TX",90,"Major",44.7902,0,.370885,43.6703,10.8896,29.422517,10.792228,4.6521253,5563.3589,3685.279,71.90565,142370.3,.6316341,10.353745
19180,"Danville, IL",8,"Less1",2.32845,0,.84907,3.57098,1.9612,24.195153,5.9362727,.00883369,3356.6827,14.9323,,64799.15,.238277,4.9482834
19180,"Danville, IL",5,"B1_5",10.9164,0,.698497,14.5004,3.86885,21.919035,7.690355,.42981411,4262.5864,81.33951,,64799.15,.1421361,6.6755702
19180,"Danville, IL",1,"B5_10",40.4857,0,2,53,9.48571,13.2,.7,0,3155,296.57,,64799.15,.2221171,7.9254574
19180,"Danville, IL",3,"B10_20",48.1132,0,2,66.0769,10.9328,15.039613,7.4645391,.21410606,2922.9333,339.8537,,64799.15,.130206,6.7000419
19180,"Danville, IL",5,"B20_50",41.4675,0,2,54.5983,9.66837,14.765538,12.11319,2.485829,4085.6153,1510.697,,64799.15,.1963082,8.190613
19180,"Danville, IL",2,"Major",50.2419,0,2,68.8822,11.3008,13.803764,12.072804,2.7790775,2875.1517,1809.441,,64799.15,.2168914,8.1762148
19300,"Daphne-Fairhope-Foley, AL",6,"Less1",53.4794,0,.66337,56.151,9.76362,25.947526,7.568436,.17605381,6299.1431,33.69219,172.0407,296248.6,.5843468,6.9755141
19300,"Daphne-Fairhope-Foley, AL",10,"B1_5",28.4979,.456492,.478161,27.8098,7.13239,26.91917,8.1607113,.20751334,6761.2902,181.4796,118.0465,227832.2,.5005011,5.9814754
19300,"Daphne-Fairhope-Foley, AL",2,"B5_10",45.5835,.370011,1,38.4383,10.1174,30.275944,7.4460621,.18899679,14456.755,896.3585,102.3982,214532.1,.5158839,6.4315958
19300,"Daphne-Fairhope-Foley, AL",11,"B10_20",56.5973,.06587,.158018,51.5319,12.3495,27.452416,7.1238961,.1022263,7241.5893,1069.41,95.48298,212570.8,.4759833,7.0492371
19300,"Daphne-Fairhope-Foley, AL",1,"B20_50",19.5699,0,1,73.9163,11.4184,23.2,11.2,1.6,7686,2044.476,100.0919,217152.5,.5194071,9.1364543
19300,"Daphne-Fairhope-Foley, AL",1,"Major",32,0,0,24,13,19.6,7.8,0,3503,2427.579,79.51212,,.3334115,6.738363
19340,"Davenport-Moline-Rock Island, IA-IL",23,"Less1",15.5575,0,.532317,15.5099,4.51647,23.089717,5.7938053,.14595999,4481.2706,12.49089,107.3786,175632.1,.462997,5.8139743
19340,"Davenport-Moline-Rock Island, IA-IL",32,"B1_5",54.9441,0,.410756,58.6333,9.18487,18.97161,6.8502283,.57678288,4371.6074,112.4478,101.6567,178821.1,.5183101,7.6415633
19340,"Davenport-Moline-Rock Island, IA-IL",22,"B5_10",57.6855,0,.556877,56.7023,10.7044,18.815966,8.5733072,1.0525039,4156.6204,314.6861,83.48238,144383.6,.4103484,8.3311545
19340,"Davenport-Moline-Rock Island, IA-IL",16,"B10_20",48.1434,0,.439227,48.5992,11.2703,18.301138,8.7336674,2.1313068,4252.2253,601.0749,88.83905,127048.3,.4293003,7.8549908
19340,"Davenport-Moline-Rock Island, IA-IL",9,"B20_50",64.1227,0,1.22177,50.5362,12.0576,19.166003,10.402201,3.9315295,2889.3306,817.5018,79.304,99427.32,.3707661,8.7000952
19340,"Davenport-Moline-Rock Island, IA-IL",2,"Major",97,0,2,64,13,18.873961,17.507133,6.4035319,2175.1787,1281.64,69.0498,83135.84,.0426532,9.8943574
19380,"Dayton, OH",42,"Less1",29.2865,.180118,.744288,28.5111,4.74258,23.052564,7.5180232,.22587013,4658.4764,13.13013,87.85131,139531.8,.6868194,6.0129358
19380,"Dayton, OH",55,"B1_5",57.9379,.05464,.397625,51.26,7.07233,19.799623,6.4708193,.98716946,5077.981,150.924,82.9631,130829.3,.6297714,7.6558006
19380,"Dayton, OH",31,"B5_10",63.7267,.059627,.43365,58.6592,8.16689,20.436706,7.5400063,.88156176,5220.8783,393.7624,85.56564,139616.9,.6269059,8.1148588
19380,"Dayton, OH",31,"B10_20",40.7547,.037484,.3823,55.1105,9.1795,21.097888,10.105095,2.0862292,4764.3616,637.6945,73.28749,116595.7,.5153984,7.5066388
19380,"Dayton, OH",16,"B20_50",37.923,0,.635412,40.2785,7.62372,20.299218,9.3211794,2.5482555,4100.5521,1170.63,62.99194,90750.31,.4468343,8.0830774
19380,"Dayton, OH",33,"Major",24.1311,0,1.05743,22.0076,6.70526,23.897584,11.094866,8.4963269,3239.1846,2463.539,37.32017,55942.4,.1733142,7.4995411
19460,"Decatur, AL",7,"Less1",19.9727,.115623,.284646,21.391,9.82494,27.327148,7.6492492,.13521867,4917.5591,8.872492,71.65749,160283.6,.4032746,3.7166528
19460,"Decatur, AL",8,"B1_5",13.3272,0,.178763,15.3823,9.42078,27.264177,6.4117391,.13628167,4945.2502,110.9649,80.31634,153022.5,.4667734,4.9064624
19460,"Decatur, AL",8,"B5_10",27.3629,.232927,.664495,29.3933,15.3093,25.224944,7.5245058,0,5402.4273,383.3592,78.23225,164355.9,.4355168,6.2108656
19460,"Decatur, AL",4,"B10_20",50.3656,.278379,.770698,52.0032,22.9917,22.045113,7.8224972,1.5589236,4964.3337,824.7417,70.35596,177122.3,.3566158,8.0906278
19460,"Decatur, AL",6,"B20_50",74.0156,.615316,.816037,68.9756,32.1358,22.884743,11.331362,.08341112,4010.7018,1179.362,62.96409,177122.3,.3476565,8.4831159
19460,"Decatur, AL",3,"Major",87.3811,.790366,.790366,76.9056,36.597,22.832118,21.034904,0,3125.9386,1695.173,60.41324,,.3586044,7.0713943
19500,"Decatur, IL",5,"Less1",10.068,0,1.1447,16.023,5.38386,21.857182,7.4608068,.10344344,3573.8959,15.56382,79.90589,95319.48,.2110018,4.851704
19500,"Decatur, IL",5,"B1_5",14.5728,0,.822684,27.7569,6.21068,19.717586,6.7135982,.01888105,5001.5985,154.3802,91.65248,104316,.2610928,6.9637054
19500,"Decatur, IL",7,"B5_10",24.8062,0,.718013,54.1922,8.71327,16.839675,8.4512158,.82894658,4308.9167,306.3156,75.24004,91704.27,.1455579,6.8377213
19500,"Decatur, IL",6,"B10_20",26.4649,0,1.37423,56.0866,9.24753,15.732011,10.017521,1.2297913,2365.805,340.2604,73.67194,89467.02,.1594507,7.0722829
19500,"Decatur, IL",9,"B20_50",31.8408,0,.754795,64.5287,10.4819,16.963993,15.322679,3.6521489,3212.4376,972.2313,78.19458,94379.23,.1450907,8.8173551
19500,"Decatur, IL",2,"Major",30.2403,0,1.43049,26.8949,3.16858,20.495053,17.436327,4.7354135,2009.0903,1151.027,78.5397,93726.74,.0530848,7.9342492
19660,"Deltona-Daytona Beach-Ormond Beach, FL",19,"Less1",61.6488,0,1.00071,52.1036,7.38052,27.264564,6.9934636,.77630244,3357.8474,16.14035,158.2529,234647.8,.5292784,7.0075948
19660,"Deltona-Daytona Beach-Ormond Beach, FL",42,"B1_5",72.0553,0,.702106,51.4164,10.2985,24.833602,7.8572553,.39644219,5473.0572,169.3601,112.2803,196363.4,.5589299,6.9671411
19660,"Deltona-Daytona Beach-Ormond Beach, FL",35,"B5_10",61.2481,0,.666161,40.1184,9.93861,26.132415,8.640684,.75052031,6224.1381,481.4187,95.78754,173630,.5530595,7.0469728
19660,"Deltona-Daytona Beach-Ormond Beach, FL",19,"B10_20",53.9568,0,.676998,36.4679,9.46636,27.981807,7.9033429,.37393627,5510.0422,716.2111,85.04891,148695.7,.5247051,6.8972354
19660,"Deltona-Daytona Beach-Ormond Beach, FL",12,"B20_50",94.1885,0,1.51929,73.869,12.0693,21.156261,15.44205,1.4304841,4978.096,1381.501,88.07828,145532.3,.4253587,8.7569331
19660,"Deltona-Daytona Beach-Ormond Beach, FL",6,"Major",116.326,0,1.34115,98.4125,14.3879,20.514262,8.4595042,6.2726301,4522.4243,2978.525,83.18894,99643.75,.3156238,9.0276573
19820,"Detroit-Warren-Dearborn, MI",231,"Less1",56.928,.137368,.240632,41.7833,7.02479,29.811366,7.297476,.32382193,3940.1328,12.71549,118.8838,220626.3,.5147741,6.4645078
19820,"Detroit-Warren-Dearborn, MI",300,"B1_5",79.7274,.046738,.306198,55.5401,8.48812,26.686344,7.8855403,.43056989,4515.3964,119.1503,116.8592,232357.5,.5085025,7.7664735
19820,"Detroit-Warren-Dearborn, MI",165,"B5_10",73.2097,.037779,.218756,61.1439,9.53852,25.766327,8.4451753,.55066447,4501.6666,311.0143,106.6644,196574.2,.4360854,8.066675
19820,"Detroit-Warren-Dearborn, MI",142,"B10_20",78.855,.011968,.295374,61.4376,10.6484,25.327028,8.7148865,1.1125409,4249.5343,602.6373,99.41862,168219,.4069805,8.1495265
19820,"Detroit-Warren-Dearborn, MI",119,"B20_50",55.4654,.00338,.366119,53.344,12.1075,24.485285,10.864351,1.7924948,3801.5707,1191.621,72.86764,108523.9,.2899123,8.7854891
19820,"Detroit-Warren-Dearborn, MI",331,"Major",34.5634,.024299,.316005,35.139,14.6548,26.493891,11.749954,7.6593194,2994.9329,2467.655,45.08287,62701.84,.1570375,11.847979
20500,"Durham-Chapel Hill, NC",1,"Less1",108.043,0,0,53.7826,6,23.8,2.7,4.6,3579,3.579,158.0737,368299.1,.7198634,9.4076175
20500,"Durham-Chapel Hill, NC",11,"B1_5",129.432,0,.61469,60.3051,7.67855,23.621415,8.0252101,4.1033244,4343.0877,164.6621,152.7815,394861.4,.5710608,9.1690065
20500,"Durham-Chapel Hill, NC",13,"B5_10",115.256,0,1.82502,70.7659,10.5558,23.395305,7.3969261,3.7222267,6161.9219,493.4861,139.3871,333908,.5374312,7.5290586
20500,"Durham-Chapel Hill, NC",25,"B10_20",93.4794,0,1.927,50.4821,7.78652,24.016242,8.6777165,4.9774242,6005.6861,859.1177,129.785,327767.3,.5268842,8.592465
20500,"Durham-Chapel Hill, NC",41,"B20_50",128.298,.035968,1.51546,76.8346,13.4968,23.906548,11.385025,3.5354761,5826.527,1906.254,110.81,236831.3,.4099483,9.8642384
20500,"Durham-Chapel Hill, NC",16,"Major",143.913,0,2.01169,92.7651,16.398,24.274114,13.871649,6.7310523,5818.337,3584.308,98.4287,196197.6,.264137,11.086772
21300,"Elmira, NY",5,"Less1",13.6278,1.06528,1.35438,26.3809,3.43574,21.418798,8.3480859,.83982352,5100.0902,17.04416,87.1368,157382.6,.4030257,6.1528144
21300,"Elmira, NY",8,"B1_5",14.5618,1.28944,1.42076,24.8977,3.26481,19.801762,7.3099538,.59227806,5589.9712,112.4498,78.99924,128253.5,.2797337,5.9113594
21300,"Elmira, NY",3,"B5_10",10.8813,.762392,1.23187,18.241,2.97564,19.060605,12.688293,3.9431464,2876.2807,244.2265,60.884,102067.4,.1800958,9.5743083
21300,"Elmira, NY",4,"B10_20",28.6096,1.4197,1.47916,36.9521,4.08206,17.232532,13.337402,6.6098121,3151.0448,444.9462,46.12381,96983.12,.175139,9.4810717
21300,"Elmira, NY",1,"B20_50",37,2,2,45,4,18.5,25.9,8.6,2388,522.972,42.10139,,.1424843,11.282287
21300,"Elmira, NY",1,"Major",37,2,2,45,4,,,,1879,1014.66,42.10139,,.3565462,3.333
21780,"Evansville, IN-KY",16,"Less1",22.7786,.122748,.313304,22.6066,5.33218,23.055323,6.1620105,.29435961,5578.7336,16.00827,82.85474,179464.2,.6879761,5.9369433
21780,"Evansville, IN-KY",26,"B1_5",40.2043,.279173,.407395,39.9274,10.8536,20.792731,6.3156385,.3483179,6219.5745,158.696,87.19859,153089.3,.6726058,6.3088822
21780,"Evansville, IN-KY",15,"B5_10",59.1786,.088451,.382005,76.3617,13.9286,18.304086,10.06495,1.3831095,4475.8065,313.5343,82.21109,123689.4,.5999854,8.1986013
21780,"Evansville, IN-KY",11,"B10_20",47.4701,.26651,.278787,64.0056,16.175,19.211497,10.314645,2.5072152,4445.402,590.3055,75.70921,98521.88,.4506099,8.2990329
21780,"Evansville, IN-KY",8,"B20_50",36.8294,0,1.76806,37.4641,13.2786,20.924098,9.7693509,7.1057777,3153.0739,829.0153,71.86914,89759.37,.3624957,9.4698967
21780,"Evansville, IN-KY",2,"Major",22.6806,0,4,16.3613,8.25916,21.041689,10.228731,12.612746,1884.9761,1082.626,66.99728,72292.71,.3295406,9.0282507
22420,"Flint, MI",25,"Less1",28.4077,.078778,.343342,29.9991,8.26401,28.611437,7.7033144,.25961496,3548.6796,3.638025,90.41315,143721.4,.4612006,5.5436235
22420,"Flint, MI",28,"B1_5",25.6705,0,.262775,26.4374,6.78977,26.937979,8.2837255,.54620447,3749.2266,108.0447,81.28613,119482.1,.4036533,5.3155843
22420,"Flint, MI",16,"B5_10",58.4387,0,.197444,57.2608,10.4703,26.584474,8.1973404,.67371407,5072.011,348.8662,88.17838,144359.4,.4212236,5.7569815
22420,"Flint, MI",18,"B10_20",58.3965,0,.490465,60.5759,9.12243,22.858306,9.6981769,.90212772,4380.4965,619.0859,81.84418,133644.7,.3397878,7.6623183
22420,"Flint, MI",13,"B20_50",27.3615,0,1.29219,33.3939,8.17197,24.031397,11.524208,2.8924525,3899.6284,1239.233,38.11222,81051.24,.2297638,7.5047104
22420,"Flint, MI",29,"Major",20.522,0,1.32261,40.219,8.66712,23.189926,13.030746,5.5785087,2825.2936,2072.434,,18778.09,.1678558,7.1331396
22500,"Florence, SC",1,"Less1",0,0,0,0,0,,,,4,0,,,.37,3.667
22500,"Florence, SC",1,"B5_10",39,0,0,51,19,20.6,9,0,6220,572.24,82.28966,133680.5,.5388281,2.8235372
22500,"Florence, SC",5,"B10_20",79.8056,0,0,92.6599,23.9912,22.235588,8.1234311,0,4828.0139,665.1288,97.07981,167260.3,.4764712,5.7643108
22500,"Florence, SC",28,"B20_50",36.5426,0,.117723,42.1736,15.0832,23.89184,9.6557754,.12561319,4938.545,1656.975,91.37041,150599.7,.3359246,6.3680097
22500,"Florence, SC",14,"Major",30.0918,0,.156316,34.5363,16.176,22.522517,11.9951,.62104699,4513.1517,3038.283,86.16489,137639.5,.2791614,6.4925048
22520,"Florence-Muscle Shoals, AL",4,"Less1",8.70642,0,0,11.9269,5.48075,33.500501,9.4361561,0,5160.5809,34.34842,91.98189,185931.6,.4721269,4.1443999
22520,"Florence-Muscle Shoals, AL",7,"B1_5",11.3742,0,.266712,11.0574,5.30695,27.628494,7.1324479,.32537381,4959.0629,93.77866,90.04149,190238.5,.4880172,4.7202166
22520,"Florence-Muscle Shoals, AL",4,"B5_10",11.3853,0,.497284,21.5344,10.2248,28.520689,7.400432,.33952598,4075.2627,354.7318,90.96606,175627.2,.5064902,5.7784558
22520,"Florence-Muscle Shoals, AL",13,"B10_20",57.0297,.239914,.86284,49.866,12.0807,20.880852,8.1240017,.06417793,4944.882,715.2902,78.80202,151000.7,.4988458,7.2788173
22520,"Florence-Muscle Shoals, AL",6,"B20_50",70.3179,0,.63192,63.5751,15.6401,18.889089,6.9630362,.1799406,3978.8909,947.2243,76.57494,138556.4,.4819615,8.8338712
22520,"Florence-Muscle Shoals, AL",2,"Major",58.2949,0,.374291,53.0662,10.8658,21.90397,11.585633,2.1334594,1406.0964,857.9075,59.89735,108269.6,.4959919,8.5849542
23060,"Fort Wayne, IN",26,"Less1",15.363,0,.239453,16.9235,5.09848,22.736179,7.9936751,.40182099,4297.3346,11.9336,78.65711,135790.8,.6442508,5.9309027
23060,"Fort Wayne, IN",31,"B1_5",55.8787,0,.407093,42.5566,6.47844,20.885895,7.0723101,.25671913,4974.9356,115.7568,82.50583,158803.1,.6601081,8.0412825
23060,"Fort Wayne, IN",22,"B5_10",51.4529,0,.349537,49.8046,9.33373,20.068106,7.3886237,.66845215,4439.4969,314.1109,70.53019,105954.7,.5540743,11.312746
23060,"Fort Wayne, IN",12,"B10_20",67.6914,0,1.28944,56.099,9.24425,19.978793,10.707472,.67969511,3934.4417,534.3742,68.37038,107682.5,.5179631,11.991281
23060,"Fort Wayne, IN",14,"B20_50",24.6627,0,.663172,19.5066,7.54906,21.991597,14.519844,2.9114986,4088.3574,1505.53,42.72751,74913.8,.4504901,13.284673
